"location_id","sensors_id","location","datetime","lat","lon","parameter","units","value"
2178,3919,"Del Norte-2178","2024-06-21T05:00:00-06:00","35.1353","-106.584702","pm10","µg/m³","15.0"
2178,3919,"Del Norte-2178","2024-06-21T06:00:00-06:00","35.1353","-106.584702","pm10","µg/m³","16.0"
2178,3919,"Del Norte-2178","2024-06-21T07:00:00-06:00","35.1353","-106.584702","pm10","µg/m³","15.0"
2178,3919,"Del Norte-2178","2024-06-21T08:00:00-06:00","35.1353","-106.584702","pm10","µg/m³","18.0"
2178,3919,"Del Norte-2178","2024-06-21T09:00:00-06:00","35.1353","-106.584702","pm10","µg/m³","23.0"
2178,3919,"Del Norte-2178","2024-06-21T10:00:00-06:00","35.1353","-106.584702","pm10","µg/m³","15.0"
2178,3919,"Del Norte-2178","2024-06-21T11:00:00-06:00","35.1353","-106.584702","pm10","µg/m³","14.0"
2178,3919,"Del Norte-2178","2024-06-21T12:00:00-06:00","35.1353","-106.584702","pm10","µg/m³","9.0"
2178,3919,"Del Norte-2178","2024-06-21T13:00:00-06:00","35.1353","-106.584702","pm10","µg/m³","9.0"
2178,3919,"Del Norte-2178","2024-06-21T14:00:00-06:00","35.1353","-106.584702","pm10","µg/m³","9.0"
2178,3919,"Del Norte-2178","2024-06-21T15:00:00-06:00","35.1353","-106.584702","pm10","µg/m³","10.0"
2178,3919,"Del Norte-2178","2024-06-21T16:00:00-06:00","35.1353","-106.584702","pm10","µg/m³","10.0"
2178,3919,"Del Norte-2178","2024-06-21T17:00:00-06:00","35.1353","-106.584702","pm10","µg/m³","9.0"
2178,3919,"Del Norte-2178","2024-06-21T18:00:00-06:00","35.1353","-106.584702","pm10","µg/m³","14.0"
2178,3919,"Del Norte-2178","2024-06-21T19:00:00-06:00","35.1353","-106.584702","pm10","µg/m³","11.0"
2178,3919,"Del Norte-2178","2024-06-21T20:00:00-06:00","35.1353","-106.584702","pm10","µg/m³","11.0"
2178,3919,"Del Norte-2178","2024-06-21T21:00:00-06:00","35.1353","-106.584702","pm10","µg/m³","11.0"
2178,3919,"Del Norte-2178","2024-06-21T22:00:00-06:00","35.1353","-106.584702","pm10","µg/m³","15.0"
2178,3919,"Del Norte-2178","2024-06-21T23:00:00-06:00","35.1353","-106.584702","pm10","µg/m³","10.0"
2178,3919,"Del Norte-2178","2024-06-21T01:00:00-06:00","35.1353","-106.584702","pm10","µg/m³","8.0"
2178,3919,"Del Norte-2178","2024-06-22T00:00:00-06:00","35.1353","-106.584702","pm10","µg/m³","7.0"
2178,3919,"Del Norte-2178","2024-06-21T02:00:00-06:00","35.1353","-106.584702","pm10","µg/m³","10.0"
2178,3919,"Del Norte-2178","2024-06-21T03:00:00-06:00","35.1353","-106.584702","pm10","µg/m³","12.0"
2178,3919,"Del Norte-2178","2024-06-21T04:00:00-06:00","35.1353","-106.584702","pm10","µg/m³","14.0"
2178,3920,"Del Norte-2178","2024-06-21T05:00:00-06:00","35.1353","-106.584702","pm25","µg/m³","4.0"
2178,3920,"Del Norte-2178","2024-06-21T06:00:00-06:00","35.1353","-106.584702","pm25","µg/m³","4.0"
2178,3920,"Del Norte-2178","2024-06-21T07:00:00-06:00","35.1353","-106.584702","pm25","µg/m³","4.0"
2178,3920,"Del Norte-2178","2024-06-21T08:00:00-06:00","35.1353","-106.584702","pm25","µg/m³","4.3"
2178,3920,"Del Norte-2178","2024-06-21T09:00:00-06:00","35.1353","-106.584702","pm25","µg/m³","5.4"
2178,3920,"Del Norte-2178","2024-06-21T10:00:00-06:00","35.1353","-106.584702","pm25","µg/m³","4.2"
2178,3920,"Del Norte-2178","2024-06-21T11:00:00-06:00","35.1353","-106.584702","pm25","µg/m³","3.4"
2178,3920,"Del Norte-2178","2024-06-21T12:00:00-06:00","35.1353","-106.584702","pm25","µg/m³","2.5"
2178,3920,"Del Norte-2178","2024-06-21T13:00:00-06:00","35.1353","-106.584702","pm25","µg/m³","1.5"
2178,3920,"Del Norte-2178","2024-06-21T14:00:00-06:00","35.1353","-106.584702","pm25","µg/m³","1.1"
2178,3920,"Del Norte-2178","2024-06-21T15:00:00-06:00","35.1353","-106.584702","pm25","µg/m³","1.1"
2178,3920,"Del Norte-2178","2024-06-21T16:00:00-06:00","35.1353","-106.584702","pm25","µg/m³","1.2"
2178,3920,"Del Norte-2178","2024-06-21T17:00:00-06:00","35.1353","-106.584702","pm25","µg/m³","1.4"
2178,3920,"Del Norte-2178","2024-06-21T18:00:00-06:00","35.1353","-106.584702","pm25","µg/m³","1.7"
