date,TEMP,DEWP,SLP,WDSP,MAX,MIN,PRCP,co_24h,no2_24h,o3_24h,pm10_24h,pm25_24h,so2_24h,AQI,TEMP_DIFF,PRCP_BINARY,AQI_lag1,pm25_24h_lag1,pm10_24h_lag1,o3_24h_lag1,co_24h_lag1,no2_24h_lag1,so2_24h_lag1,TEMP_lag1,TEMP_lag2,DEWP_lag1,DEWP_lag2,SLP_lag1,SLP_lag2,WDSP_lag1,WDSP_lag2,MAX_lag1,MAX_lag2,MIN_lag1,MIN_lag2,PRCP_lag1,PRCP_lag2,TEMP_DIFF_lag1,TEMP_DIFF_lag2,PRCP_BINARY_lag1,PRCP_BINARY_lag2
2024-02-24,45.2,9.7,1021.1,4.1,63.0,28.9,0.0,0.2652173913043478,0.0093217391304347,0.0354347826086956,11.130434782608695,2.726086956521739,0.0,33,34.1,0,34.0,1.85,7.958333333333333,0.037125,0.2416666666666666,0.0059583333333333,0.0,45.7,50.7,13.7,21.0,1020.8,1015.7,7.4,7.8,60.1,66.0,33.1,35.1,0.0,0.0,27.0,30.9,0.0,0.0
2024-02-25,49.7,16.6,1018.4,4.2,66.9,28.9,0.0,0.2791666666666667,0.0158217391304347,0.0260416666666666,14.958333333333334,3.8708333333333336,0.0,24,38.00000000000001,0,33.0,2.726086956521739,11.130434782608695,0.0354347826086956,0.2652173913043478,0.0093217391304347,0.0,45.2,45.7,9.7,13.7,1021.1,1020.8,4.1,7.4,63.0,60.1,28.9,33.1,0.0,0.0,34.1,27.0,0.0,0.0
2024-02-26,56.7,28.5,1013.4,11.8,69.1,35.1,0.0,0.2045454545454545,0.0054916666666666,0.0303333333333333,40.958333333333336,3.6125,0.0,38,33.99999999999999,0,24.0,3.8708333333333336,14.958333333333334,0.0260416666666666,0.2791666666666667,0.0158217391304347,0.0,49.7,45.2,16.6,9.7,1018.4,1021.1,4.2,4.1,66.9,63.0,28.9,28.9,0.0,0.0,38.00000000000001,34.1,0.0,0.0
2024-02-27,54.9,31.6,1005.0,19.3,69.1,44.1,0.0,0.2166666666666666,0.0024894736842105,0.038,37.708333333333336,3.275,0.0,35,24.999999999999993,0,38.0,3.6125,40.958333333333336,0.0303333333333333,0.2045454545454545,0.0054916666666666,0.0,56.7,49.7,28.5,16.6,1013.4,1018.4,11.8,4.2,69.1,66.9,35.1,28.9,0.0,0.0,33.99999999999999,38.00000000000001,0.0,0.0
2024-02-28,45.8,12.9,1015.5,9.9,62.1,33.1,0.0,0.2875,0.0058458333333333,0.0402272727272727,16.25,3.208333333333333,0.0,37,29.0,0,35.0,3.275,37.708333333333336,0.038,0.2166666666666666,0.0024894736842105,0.0,54.9,56.7,31.6,28.5,1005.0,1013.4,19.3,11.8,69.1,69.1,44.1,35.1,0.0,0.0,24.999999999999993,33.99999999999999,0.0,0.0
2024-02-29,43.3,19.6,1018.0,6.7,57.9,33.1,0.0,0.295,0.0041449999999999,0.0373,24.291666666666668,8.533333333333333,0.0,47,24.799999999999997,0,37.0,3.208333333333333,16.25,0.0402272727272727,0.2875,0.0058458333333333,0.0,45.8,54.9,12.9,31.6,1015.5,1005.0,9.9,19.3,62.1,69.1,33.1,44.1,0.0,0.0,29.0,24.999999999999993,0.0,0.0
2024-03-01,46.6,29.3,1016.8,6.3,66.9,33.1,0.0,0.2416666666666666,0.0081874999999999,0.032875,11.833333333333334,3.9166666666666665,0.0,30,33.800000000000004,0,47.0,8.533333333333333,24.291666666666668,0.0373,0.295,0.0041449999999999,0.0,43.3,45.8,19.6,12.9,1018.0,1015.5,6.7,9.9,57.9,62.1,33.1,33.1,0.0,0.0,24.799999999999997,29.0,0.0,0.0
2024-03-02,50.1,13.4,1013.5,7.4,69.1,33.1,0.0,0.1708333333333333,0.0052916666666666,0.036375,14.416666666666666,2.525,0.0,34,35.99999999999999,0,30.0,3.9166666666666665,11.833333333333334,0.032875,0.2416666666666666,0.0081874999999999,0.0,46.6,43.3,29.3,19.6,1016.8,1018.0,6.3,6.7,66.9,57.9,33.1,33.1,0.0,0.0,33.800000000000004,24.799999999999997,0.0,0.0
2024-03-03,54.7,11.1,1006.5,13.1,69.1,33.1,0.0,0.1434782608695652,0.0016043478260869,0.0397391304347826,12.08695652173913,1.8043478260869563,0.0,37,35.99999999999999,0,34.0,2.525,14.416666666666666,0.036375,0.1708333333333333,0.0052916666666666,0.0,50.1,46.6,13.4,29.3,1013.5,1016.8,7.4,6.3,69.1,66.9,33.1,33.1,0.0,0.0,35.99999999999999,33.800000000000004,0.0,0.0
2024-03-04,52.5,22.0,1007.8,8.4,69.1,37.0,0.0,0.1904761904761904,0.0072124999999999,0.033,10.363636363636363,2.3363636363636364,0.0,31,32.099999999999994,0,37.0,1.8043478260869563,12.08695652173913,0.0397391304347826,0.1434782608695652,0.0016043478260869,0.0,54.7,50.1,11.1,13.4,1006.5,1013.5,13.1,7.4,69.1,69.1,33.1,33.1,0.0,0.0,35.99999999999999,35.99999999999999,0.0,0.0
2024-03-05,49.8,19.9,1011.8,4.9,64.0,34.0,0.0,0.225,0.0110263157894736,0.0320416666666666,15.625,3.4458333333333333,0.0,30,30.0,0,31.0,2.3363636363636364,10.363636363636363,0.033,0.1904761904761904,0.0072124999999999,0.0,52.5,54.7,22.0,11.1,1007.8,1006.5,8.4,13.1,69.1,69.1,37.0,33.1,0.0,0.0,32.099999999999994,35.99999999999999,0.0,0.0
2024-03-06,49.6,15.7,1010.6,3.4,64.0,34.0,0.0,0.1909090909090909,0.0111458333333333,0.0342727272727272,14.541666666666666,3.079166666666667,0.0,32,30.0,0,30.0,3.4458333333333333,15.625,0.0320416666666666,0.225,0.0110263157894736,0.0,49.8,52.5,19.9,22.0,1011.8,1007.8,4.9,8.4,64.0,69.1,34.0,37.0,0.0,0.0,30.0,32.099999999999994,0.0,0.0
2024-03-07,50.0,15.8,1005.7,7.3,60.1,37.0,0.0,0.1826086956521739,0.0094826086956521,0.0336521739130434,15.391304347826088,2.995652173913044,0.0,31,23.1,0,32.0,3.079166666666667,14.541666666666666,0.0342727272727272,0.1909090909090909,0.0111458333333333,0.0,49.6,49.8,15.7,19.9,1010.6,1011.8,3.4,4.9,64.0,64.0,34.0,34.0,0.0,0.0,30.0,30.0,0.0,0.0
2024-03-08,40.5,28.9,1011.4,4.9,57.9,32.0,0.0,0.2260869565217391,0.0100130434782608,0.029391304347826,9.043478260869565,3.039130434782609,0.0,27,25.9,0,31.0,2.995652173913044,15.391304347826088,0.0336521739130434,0.1826086956521739,0.0094826086956521,0.0,50.0,49.6,15.8,15.7,1005.7,1010.6,7.3,3.4,60.1,64.0,37.0,34.0,0.0,0.0,23.1,30.0,0.0,0.0
2024-03-09,38.6,27.1,1022.0,10.5,51.1,32.0,0.04,0.2208333333333333,0.0064874999999999,0.0332083333333333,7.791666666666667,4.329166666666667,0.0,31,19.1,1,27.0,3.039130434782609,9.043478260869565,0.029391304347826,0.2260869565217391,0.0100130434782608,0.0,40.5,50.0,28.9,15.8,1011.4,1005.7,4.9,7.3,57.9,60.1,32.0,37.0,0.0,0.0,25.9,23.1,0.0,0.0
2024-03-10,42.2,23.6,1021.9,2.7,57.9,28.9,0.0,0.215,0.0048529411764705,0.0329,8.909090909090908,3.845454545454545,0.0,30,29.0,0,31.0,4.329166666666667,7.791666666666667,0.0332083333333333,0.2208333333333333,0.0064874999999999,0.0,38.6,40.5,27.1,28.9,1022.0,1011.4,10.5,4.9,51.1,57.9,32.0,32.0,0.04,0.0,19.1,25.9,1.0,0.0
2024-03-11,46.8,16.9,1017.7,4.5,61.0,28.9,0.0,0.3041666666666666,0.0122208333333333,0.018,15.166666666666666,4.170833333333333,0.0,23,32.1,0,30.0,3.845454545454545,8.909090909090908,0.0329,0.215,0.0048529411764705,0.0,42.2,38.6,23.6,27.1,1021.9,1022.0,2.7,10.5,57.9,51.1,28.9,32.0,0.0,0.04,29.0,19.1,0.0,1.0
2024-03-12,51.6,20.6,1013.5,5.8,69.1,34.0,0.0,0.2541666666666667,0.0099315789473684,0.0476666666666666,21.70833333333333,4.254166666666666,0.0,44,35.099999999999994,0,23.0,4.170833333333333,15.166666666666666,0.018,0.3041666666666666,0.0122208333333333,0.0,46.8,42.2,16.9,23.6,1017.7,1021.9,4.5,2.7,61.0,57.9,28.9,28.9,0.0,0.0,32.1,29.0,0.0,0.0
2024-03-13,53.9,24.0,1006.9,11.1,69.1,36.0,0.0,0.2291666666666666,0.0046083333333333,0.0448125,12.458333333333334,2.6791666666666667,0.0,41,33.099999999999994,0,44.0,4.254166666666666,21.70833333333333,0.0476666666666666,0.2541666666666667,0.0099315789473684,0.0,51.6,46.8,20.6,16.9,1013.5,1017.7,5.8,4.5,69.1,61.0,34.0,28.9,0.0,0.0,35.099999999999994,32.1,0.0,0.0
2024-03-14,44.6,28.2,1008.9,5.8,57.0,32.0,0.0,0.2260869565217391,0.0058130434782608,0.0403478260869565,9.869565217391305,2.765217391304348,0.0,37,25.0,0,41.0,2.6791666666666667,12.458333333333334,0.0448125,0.2291666666666666,0.0046083333333333,0.0,53.9,51.6,24.0,20.6,1006.9,1013.5,11.1,5.8,69.1,69.1,36.0,34.0,0.0,0.0,33.099999999999994,35.099999999999994,0.0,0.0
2024-03-15,44.2,29.5,1014.3,28.1,57.0,32.0,0.0,0.2,0.0009166666666666,0.0405,9.333333333333334,1.6875,0.0,38,25.0,0,37.0,2.765217391304348,9.869565217391305,0.0403478260869565,0.2260869565217391,0.0058130434782608,0.0,44.6,53.9,28.2,24.0,1008.9,1006.9,5.8,11.1,57.0,69.1,32.0,36.0,0.0,0.0,25.0,33.099999999999994,0.0,0.0
2024-03-16,42.2,32.5,1016.1,15.3,53.1,37.9,0.0,0.2291666666666666,0.0034374999999999,0.0332083333333333,7.0,2.4875000000000003,0.0,31,15.200000000000003,0,38.0,1.6875,9.333333333333334,0.0405,0.2,0.0009166666666666,0.0,44.2,44.6,29.5,28.2,1014.3,1008.9,28.1,5.8,57.0,57.0,32.0,32.0,0.0,0.0,25.0,25.0,0.0,0.0
2024-03-17,43.0,35.3,1016.2,13.2,53.1,37.0,0.2,0.2090909090909091,0.0019157894736842,0.0365,3.125,1.6541666666666668,0.0,34,16.1,1,31.0,2.4875000000000003,7.0,0.0332083333333333,0.2291666666666666,0.0034374999999999,0.0,42.2,44.2,32.5,29.5,1016.1,1014.3,15.3,28.1,53.1,57.0,37.9,32.0,0.0,0.0,15.200000000000003,25.0,0.0,0.0
2024-03-18,45.2,30.9,1021.4,17.3,55.0,37.0,0.1,0.2227272727272727,0.0013714285714285,0.0397916666666666,6.5,2.404166666666667,0.0,37,18.0,1,34.0,1.6541666666666668,3.125,0.0365,0.2090909090909091,0.0019157894736842,0.0,43.0,42.2,35.3,32.5,1016.2,1016.1,13.2,15.3,53.1,53.1,37.0,37.9,0.2,0.0,16.1,15.200000000000003,1.0,0.0
2024-03-19,47.2,30.6,1019.3,6.2,60.1,37.9,0.0,0.219047619047619,0.0035499999999999,0.0366521739130434,9.63157894736842,3.4842105263157896,0.0,34,22.200000000000003,0,37.0,2.404166666666667,6.5,0.0397916666666666,0.2227272727272727,0.0013714285714285,0.0,45.2,43.0,30.9,35.3,1021.4,1016.2,17.3,13.2,55.0,53.1,37.0,37.0,0.1,0.2,18.0,16.1,1.0,1.0
2024-03-22,55.0,22.0,1014.4,5.4,69.1,37.0,0.0,0.1791666666666666,0.0093499999999999,0.0349583333333333,10.083333333333334,2.704166666666667,0.0,32,32.099999999999994,0,33.0,3.0416666666666665,10.875,0.0356666666666666,0.3458333333333334,0.0076874999999999,0.0,51.5,47.9,27.8,31.9,1012.5,1015.2,5.1,4.2,68.0,61.0,36.0,36.0,0.0,0.0,32.0,25.0,0.0,0.0
2024-03-23,55.6,23.3,1011.3,4.8,69.1,37.0,0.0,0.1833333333333333,0.0093791666666666,0.0332083333333333,13.791666666666666,3.333333333333333,0.0,31,32.099999999999994,0,32.0,2.704166666666667,10.083333333333334,0.0349583333333333,0.1791666666666666,0.0093499999999999,0.0,55.0,51.5,22.0,27.8,1014.4,1012.5,5.4,5.1,69.1,68.0,37.0,36.0,0.0,0.0,32.099999999999994,32.0,0.0,0.0
2024-03-24,49.9,24.8,997.2,12.4,64.9,37.9,0.0,0.23,0.00866,0.039125,10.3,2.84,0.0,36,27.000000000000007,0,31.0,3.333333333333333,13.791666666666666,0.0332083333333333,0.1833333333333333,0.0093791666666666,0.0,55.6,55.0,23.3,22.0,1011.3,1014.4,4.8,5.4,69.1,69.1,37.0,37.0,0.0,0.0,32.099999999999994,32.099999999999994,0.0,0.0
2024-03-25,41.6,23.1,998.8,11.0,54.0,35.1,0.01,0.1722222222222222,0.0045391304347826,0.0415217391304347,8.0,1.682608695652174,0.0,38,18.9,1,36.0,2.84,10.3,0.039125,0.23,0.00866,0.0,49.9,55.6,24.8,23.3,997.2,1011.3,12.4,4.8,64.9,69.1,37.9,37.0,0.0,0.0,27.000000000000007,32.099999999999994,0.0,0.0
2024-03-26,41.7,24.8,1007.3,7.6,51.1,35.1,0.01,0.2533333333333333,0.0058083333333333,0.037875,4.333333333333333,1.3583333333333334,0.0,35,16.0,1,38.0,1.682608695652174,8.0,0.0415217391304347,0.1722222222222222,0.0045391304347826,0.0,41.6,49.9,23.1,24.8,998.8,997.2,11.0,12.4,54.0,64.9,35.1,37.9,0.01,0.0,18.9,27.000000000000007,1.0,0.0
2024-03-27,40.3,23.0,1016.8,7.7,55.0,30.0,0.01,0.1352941176470588,0.0106583333333333,0.0309,8.0,2.617391304347826,0.0,29,25.0,1,35.0,1.3583333333333334,4.333333333333333,0.037875,0.2533333333333333,0.0058083333333333,0.0,41.7,41.6,24.8,23.1,1007.3,998.8,7.6,11.0,51.1,54.0,35.1,35.1,0.01,0.01,16.0,18.9,1.0,1.0
2024-03-28,47.7,13.3,1018.5,4.9,66.0,30.9,0.0,0.1818181818181818,0.0222399999999999,0.0311666666666666,11.041666666666666,3.1791666666666667,0.0,29,35.1,0,29.0,2.617391304347826,8.0,0.0309,0.1352941176470588,0.0106583333333333,0.0,40.3,41.7,23.0,24.8,1016.8,1007.3,7.7,7.6,55.0,51.1,30.0,35.1,0.01,0.01,25.0,16.0,1.0,1.0
2024-04-03,51.0,24.5,1019.6,5.0,68.0,33.1,0.0,0.3708333333333333,0.0087291666666666,0.0355833333333333,8.25,2.4375,0.0,33,34.9,0,33.0,1.6045454545454545,4.363636363636363,0.0355833333333333,0.2299999999999999,0.00343125,0.0,42.8,43.2,31.0,33.2,1016.7,1006.2,4.7,11.1,60.1,63.0,33.1,36.0,0.15,0.07,27.0,27.0,1.0,1.0
2024-04-04,56.6,22.3,1013.2,7.1,73.9,37.0,0.0,0.525,0.0080583333333333,0.0351249999999999,12.708333333333334,2.5458333333333334,0.0,33,36.900000000000006,0,33.0,2.4375,8.25,0.0355833333333333,0.3708333333333333,0.0087291666666666,0.0,51.0,42.8,24.5,31.0,1019.6,1016.7,5.0,4.7,68.0,60.1,33.1,33.1,0.0,0.15,34.9,27.0,0.0,1.0
2024-04-05,60.4,14.4,1007.0,12.1,73.9,41.0,0.0,0.508695652173913,0.0068545454545454,0.0438260869565217,26.95833333333333,3.5500000000000003,0.0,41,32.900000000000006,0,33.0,2.5458333333333334,12.708333333333334,0.0351249999999999,0.525,0.0080583333333333,0.0,56.6,51.0,22.3,24.5,1013.2,1019.6,7.1,5.0,73.9,68.0,37.0,33.1,0.0,0.0,36.900000000000006,34.9,0.0,0.0
2024-04-06,49.2,20.2,1005.6,22.6,73.9,35.1,0.0,0.4666666666666666,0.0013210526315789,0.051125,15.625,1.9875,0.0,47,38.800000000000004,0,41.0,3.5500000000000003,26.95833333333333,0.0438260869565217,0.508695652173913,0.0068545454545454,0.0,60.4,56.6,14.4,22.3,1007.0,1013.2,12.1,7.1,73.9,73.9,41.0,37.0,0.0,0.0,32.900000000000006,36.900000000000006,0.0,0.0
2024-04-07,45.2,10.6,1014.8,9.5,62.1,32.0,0.0,0.4954545454545455,0.0029947368421052,0.043590909090909,6.625,1.825,0.0,40,30.1,0,47.0,1.9875,15.625,0.051125,0.4666666666666666,0.0013210526315789,0.0,49.2,60.4,20.2,14.4,1005.6,1007.0,22.6,12.1,73.9,73.9,35.1,41.0,0.0,0.0,38.800000000000004,32.900000000000006,0.0,0.0
2024-04-08,50.3,12.7,1008.9,5.8,64.0,32.0,0.0,0.2944444444444444,0.0071849999999999,0.0376086956521739,14.208333333333334,2.7916666666666665,0.0,35,32.0,0,40.0,1.825,6.625,0.043590909090909,0.4954545454545455,0.0029947368421052,0.0,45.2,49.2,10.6,20.2,1014.8,1005.6,9.5,22.6,62.1,73.9,32.0,35.1,0.0,0.0,30.1,38.800000000000004,0.0,0.0
2024-04-09,53.0,21.5,1009.4,17.2,64.0,37.0,0.0,0.2833333333333333,0.00425,0.0484210526315789,18.70833333333333,3.275,0.0,45,27.0,0,35.0,2.7916666666666665,14.208333333333334,0.0376086956521739,0.2944444444444444,0.0071849999999999,0.0,50.3,45.2,12.7,10.6,1008.9,1014.8,5.8,9.5,64.0,62.1,32.0,32.0,0.0,0.0,32.0,30.1,0.0,0.0
2024-04-10,50.3,23.2,1015.1,5.8,69.1,37.0,0.0,0.2833333333333333,0.0064526315789473,0.0399166666666666,15.583333333333334,3.825,0.0,37,32.099999999999994,0,45.0,3.275,18.70833333333333,0.0484210526315789,0.2833333333333333,0.00425,0.0,53.0,50.3,21.5,12.7,1009.4,1008.9,17.2,5.8,64.0,64.0,37.0,32.0,0.0,0.0,27.0,32.0,0.0,0.0
2024-04-11,57.8,18.2,1015.9,7.0,71.1,37.0,0.0,0.4083333333333334,0.0100391304347826,0.0377826086956521,18.166666666666668,4.041666666666667,0.0,35,34.099999999999994,0,37.0,3.825,15.583333333333334,0.0399166666666666,0.2833333333333333,0.0064526315789473,0.0,50.3,53.0,23.2,21.5,1015.1,1009.4,5.8,17.2,69.1,64.0,37.0,37.0,0.0,0.0,32.099999999999994,27.0,0.0,0.0
2024-04-12,61.2,17.0,1014.3,7.3,81.0,42.1,0.0,0.4666666666666666,0.0089083333333333,0.0395833333333333,35.291666666666664,5.120833333333333,0.0,37,38.9,0,35.0,4.041666666666667,18.166666666666668,0.0377826086956521,0.4083333333333334,0.0100391304347826,0.0,57.8,50.3,18.2,23.2,1015.9,1015.1,7.0,5.8,71.1,69.1,37.0,37.0,0.0,0.0,34.099999999999994,32.099999999999994,0.0,0.0
2024-04-13,64.0,18.3,1013.5,8.8,81.0,45.0,0.0,0.4478260869565217,0.0050391304347826,0.0517826086956521,27.125,4.6,0.0,48,36.0,0,37.0,5.120833333333333,35.291666666666664,0.0395833333333333,0.4666666666666666,0.0089083333333333,0.0,61.2,57.8,17.0,18.2,1014.3,1015.9,7.3,7.0,81.0,71.1,42.1,37.0,0.0,0.0,38.9,34.099999999999994,0.0,0.0
2024-04-14,61.6,14.0,1013.3,5.8,77.0,46.0,0.0,0.4208333333333333,0.0043894736842105,0.0542272727272727,13.583333333333334,3.045833333333333,0.0,17,31.0,0,48.0,4.6,27.125,0.0517826086956521,0.4478260869565217,0.0050391304347826,0.0,64.0,61.2,18.3,17.0,1013.5,1014.3,8.8,7.3,81.0,81.0,45.0,42.1,0.0,0.0,36.0,38.9,0.0,0.0
2024-04-15,60.1,8.9,1006.4,12.4,77.0,42.1,0.0,0.4142857142857143,0.0044749999999999,0.0564583333333333,27.625,3.3208333333333333,0.0,56,34.9,0,17.0,3.045833333333333,13.583333333333334,0.0542272727272727,0.4208333333333333,0.0043894736842105,0.0,61.6,64.0,14.0,18.3,1013.3,1013.5,5.8,8.8,77.0,81.0,46.0,45.0,0.0,0.0,31.0,36.0,0.0,0.0
2024-04-16,53.8,20.5,1011.4,10.5,73.0,37.0,0.0,0.275,0.0052041666666666,0.0492916666666666,13.4,2.39,0.0,46,36.0,0,56.0,3.3208333333333333,27.625,0.0564583333333333,0.4142857142857143,0.0044749999999999,0.0,60.1,61.6,8.9,14.0,1006.4,1013.3,12.4,5.8,77.0,77.0,42.1,46.0,0.0,0.0,34.9,31.0,0.0,0.0
2024-04-17,60.9,21.8,1012.6,5.9,80.1,37.0,0.0,0.3583333333333333,0.0099041666666666,0.0402916666666666,13.833333333333334,3.0625,0.0,37,43.099999999999994,0,46.0,2.39,13.4,0.0492916666666666,0.275,0.0052041666666666,0.0,53.8,60.1,20.5,8.9,1011.4,1006.4,10.5,12.4,73.0,77.0,37.0,42.1,0.0,0.0,36.0,34.9,0.0,0.0
2024-04-18,66.4,21.1,1010.8,8.0,80.1,41.0,0.0,0.3291666666666666,0.0053874999999999,0.0462916666666666,15.130434782608695,2.6956521739130435,0.0,43,39.099999999999994,0,37.0,3.0625,13.833333333333334,0.0402916666666666,0.3583333333333333,0.0099041666666666,0.0,60.9,53.8,21.8,20.5,1012.6,1011.4,5.9,10.5,80.1,73.0,37.0,37.0,0.0,0.0,43.099999999999994,36.0,0.0,0.0
2024-04-19,62.9,28.9,1011.8,11.1,79.0,48.0,0.0,0.3173913043478261,0.0056782608695652,0.0457391304347826,34.083333333333336,4.695833333333334,0.0,42,31.0,0,43.0,2.6956521739130435,15.130434782608695,0.0462916666666666,0.3291666666666666,0.0053874999999999,0.0,66.4,60.9,21.1,21.8,1010.8,1012.6,8.0,5.9,80.1,80.1,41.0,37.0,0.0,0.0,39.099999999999994,43.099999999999994,0.0,0.0
2024-04-20,62.2,31.7,1011.5,15.6,79.0,48.0,0.0,0.3041666666666666,0.0026166666666666,0.0453333333333333,25.791666666666668,0.0,0.0,42,31.0,0,42.0,4.695833333333334,34.083333333333336,0.0457391304347826,0.3173913043478261,0.0056782608695652,0.0,62.9,66.4,28.9,21.1,1011.8,1010.8,11.1,8.0,79.0,80.1,48.0,41.0,0.0,0.0,31.0,39.099999999999994,0.0,0.0
2024-04-21,57.1,36.0,1017.5,12.6,73.0,45.0,0.0,0.3,0.0034631578947368,0.040090909090909,19.541666666666668,0.0,0.0,37,28.0,0,42.0,0.0,25.791666666666668,0.0453333333333333,0.3041666666666666,0.0026166666666666,0.0,62.2,62.9,31.7,28.9,1011.5,1011.8,15.6,11.1,79.0,79.0,48.0,48.0,0.0,0.0,31.0,31.0,0.0,0.0
2024-04-22,62.0,35.7,1014.3,7.0,80.1,45.0,0.0,0.21,0.0059,0.0377916666666666,15.2,2.433333333333333,0.0,35,35.099999999999994,0,37.0,0.0,19.541666666666668,0.040090909090909,0.3,0.0034631578947368,0.0,57.1,62.2,36.0,31.7,1017.5,1011.5,12.6,15.6,73.0,79.0,45.0,48.0,0.0,0.0,28.0,31.0,0.0,0.0
2024-04-23,69.2,28.5,1009.3,7.3,82.9,48.0,0.0,0.2625,0.0069625,0.04675,28.75,6.066666666666666,0.0,43,34.900000000000006,0,35.0,2.433333333333333,15.2,0.0377916666666666,0.21,0.0059,0.0,62.0,57.1,35.7,36.0,1014.3,1017.5,7.0,12.6,80.1,73.0,45.0,45.0,0.0,0.0,35.099999999999994,28.0,0.0,0.0
2024-04-24,68.4,31.0,1011.2,8.7,82.9,51.1,0.0,0.3041666666666666,0.0055541666666666,0.0474166666666666,35.833333333333336,5.004166666666667,0.0,44,31.800000000000004,0,43.0,6.066666666666666,28.75,0.04675,0.2625,0.0069625,0.0,69.2,62.0,28.5,35.7,1009.3,1014.3,7.3,7.0,82.9,80.1,48.0,45.0,0.0,0.0,34.900000000000006,35.099999999999994,0.0,0.0
2024-04-25,64.8,22.5,1007.6,8.7,79.0,50.0,0.0,0.3291666666666666,0.0064916666666666,0.043375,22.70833333333333,3.520833333333333,0.0,40,29.0,0,44.0,5.004166666666667,35.833333333333336,0.0474166666666666,0.3041666666666666,0.0055541666666666,0.0,68.4,69.2,31.0,28.5,1011.2,1009.3,8.7,7.3,82.9,82.9,51.1,48.0,0.0,0.0,31.800000000000004,34.900000000000006,0.0,0.0
2024-04-26,58.2,28.9,1005.1,10.6,73.9,46.9,0.0,0.3,0.0032304347826086,0.0493478260869565,15.791666666666666,3.3625000000000003,0.0,46,27.000000000000007,0,40.0,3.520833333333333,22.70833333333333,0.043375,0.3291666666666666,0.0064916666666666,0.0,64.8,68.4,22.5,31.0,1007.6,1011.2,8.7,8.7,79.0,82.9,50.0,51.1,0.0,0.0,29.0,31.800000000000004,0.0,0.0
2024-04-27,54.9,28.1,1003.4,10.7,70.0,45.0,0.0,0.325,0.0024541666666666,0.0494999999999999,14.208333333333334,2.9625,0.0,46,25.0,0,46.0,3.3625000000000003,15.791666666666666,0.0493478260869565,0.3,0.0032304347826086,0.0,58.2,64.8,28.9,22.5,1005.1,1007.6,10.6,8.7,73.9,79.0,46.9,50.0,0.0,0.0,27.000000000000007,29.0,0.0,0.0
2024-04-28,50.1,36.1,1011.3,6.7,69.1,37.9,0.11,0.325,0.0030052631578947,0.0397727272727272,4.833333333333333,1.7083333333333333,0.0,37,31.199999999999996,1,46.0,2.9625,14.208333333333334,0.0494999999999999,0.325,0.0024541666666666,0.0,54.9,58.2,28.1,28.9,1003.4,1005.1,10.7,10.6,70.0,73.9,45.0,46.9,0.0,0.0,25.0,27.000000000000007,0.0,0.0
2024-04-29,57.5,31.7,1012.4,5.2,75.0,37.9,0.0,0.1699999999999999,0.0071666666666666,0.0340416666666666,9.541666666666666,2.4875000000000003,0.0,32,37.1,0,37.0,1.7083333333333333,4.833333333333333,0.0397727272727272,0.325,0.0030052631578947,0.0,50.1,54.9,36.1,28.1,1011.3,1003.4,6.7,10.7,69.1,70.0,37.9,45.0,0.11,0.0,31.199999999999996,25.0,1.0,0.0
2024-04-30,64.2,25.3,1008.6,6.8,80.1,39.9,0.0,0.2916666666666667,0.0057791666666666,0.0425833333333333,12.333333333333334,2.7625,0.0,39,40.199999999999996,0,32.0,2.4875000000000003,9.541666666666666,0.0340416666666666,0.1699999999999999,0.0071666666666666,0.0,57.5,50.1,31.7,36.1,1012.4,1011.3,5.2,6.7,75.0,69.1,37.9,37.9,0.0,0.11,37.1,31.199999999999996,0.0,1.0
2024-05-01,67.2,21.4,1005.1,6.0,82.0,51.1,0.0,0.6545454545454545,0.0087291666666666,0.044625,18.291666666666668,3.5666666666666664,0.0,41,30.9,0,39.0,2.7625,12.333333333333334,0.0425833333333333,0.2916666666666667,0.0057791666666666,0.0,64.2,57.5,25.3,31.7,1008.6,1012.4,6.8,5.2,80.1,75.0,39.9,37.9,0.0,0.0,40.199999999999996,37.1,0.0,0.0
2024-05-02,67.5,24.4,1005.0,6.1,82.0,50.0,0.0,0.1,0.0051624999999999,0.0505416666666666,18.08333333333333,4.0875,0.0,47,32.0,0,41.0,3.5666666666666664,18.291666666666668,0.044625,0.6545454545454545,0.0087291666666666,0.0,67.2,64.2,21.4,25.3,1005.1,1008.6,6.0,6.8,82.0,80.1,51.1,39.9,0.0,0.0,30.9,40.199999999999996,0.0,0.0
2024-05-03,65.2,16.0,1007.0,6.8,81.0,46.9,0.0,0.15,0.0059874999999999,0.046875,21.5,4.683333333333334,0.0,43,34.1,0,47.0,4.0875,18.08333333333333,0.0505416666666666,0.1,0.0051624999999999,0.0,67.5,67.2,24.4,21.4,1005.0,1005.1,6.1,6.0,82.0,82.0,50.0,51.1,0.0,0.0,32.0,30.9,0.0,0.0
2024-05-04,65.6,25.6,1007.6,12.3,81.0,46.9,0.0,0.2041666666666667,0.0055125,0.0435416666666666,28.45833333333333,5.0875,0.0,40,34.1,0,43.0,4.683333333333334,21.5,0.046875,0.15,0.0059874999999999,0.0,65.2,67.5,16.0,24.4,1007.0,1005.0,6.8,6.1,81.0,82.0,46.9,50.0,0.0,0.0,34.1,32.0,0.0,0.0
